5|5
7.0070792269281785 6.944854010383193 3.952726300777325 2.1501660688116675 5.04752257527099|5.04752257527099 2.1501660688116675 3.952726300777325 6.944854010383193 7.0070792269281785
4.982318855513222 7.015904305852226 2.5152952543294624 6.020657837231791 7.644756774540124|7.644756774540124 6.020657837231791 2.5152952543294624 7.015904305852226 4.982318855513222
1.3017165355926585 7.2896850651030505 4.5101938578954845 2.797891346035102 7.791426762400976|7.791426762400976 2.797891346035102 4.5101938578954845 7.2896850651030505 1.3017165355926585
6.458885862988236 0.36478030762842173 4.492646300699214 7.262487592984944 8.563891224105994|8.563891224105994 7.262487592984944 4.492646300699214 0.36478030762842173 6.458885862988236
0.5974118625520064 2.4933787546451445 0.3166445305230936 2.980606287424241 2.461318493937532|2.461318493937532 2.980606287424241 0.3166445305230936 2.4933787546451445 0.5974118625520064
3.048598541787805 1.4274025952701186 0.499819628569399 9.72424275619362 2.4996333472535315|2.4996333472535315 9.72424275619362 0.499819628569399 1.4274025952701186 3.048598541787805
5.909903281978658 9.187356003429521 0.3978820584620302 2.6157324066208965 1.596111253299195|1.596111253299195 2.6157324066208965 0.3978820584620302 9.187356003429521 5.909903281978658
1.9798826572700967 0.47426354175288066 4.9555143731897004 0.30232426794903455 3.503325970617329|3.503325970617329 0.30232426794903455 4.9555143731897004 0.47426354175288066 1.9798826572700967
3.1671486782068414 6.28447257326735 7.324101941730042 6.619314059539133 5.160745445360807|5.160745445360807 6.619314059539133 7.324101941730042 6.28447257326735 3.1671486782068414
7.21236861326025 3.8274872418423147 8.093548288066705 9.648822006235884 1.3105811283179902|1.3105811283179902 9.648822006235884 8.093548288066705 3.8274872418423147 7.21236861326025
0.5153695342941667 3.0870085922789334 9.278254482209892 1.136956899011221 0.5028455909846186|0.5028455909846186 1.136956899011221 9.278254482209892 3.0870085922789334 0.5153695342941667
7.004204460079896 0.7807121277157258 7.254006238851382 6.071497458083396 6.466364979368542|6.466364979368542 6.071497458083396 7.254006238851382 0.7807121277157258 7.004204460079896
0.508077843623167 4.703709347001168 8.942922954683262 4.914117279017766 6.6918095788690515|6.6918095788690515 4.914117279017766 8.942922954683262 4.703709347001168 0.508077843623167
2.62790872700302 3.011791506842514 4.866710352692854 9.729894071473806 1.88204412366336|1.88204412366336 9.729894071473806 4.866710352692854 3.011791506842514 2.62790872700302
1.9393714657105665 6.084521713627032 8.998790781770923 7.153079743234146 1.9012491666660858|1.9012491666660858 7.153079743234146 8.998790781770923 6.084521713627032 1.9393714657105665
2.3978588025872147 0.36155375922265254 0.5762590680640634 3.9145681214157415 9.784755746582128|9.784755746582128 3.9145681214157415 0.5762590680640634 0.36155375922265254 2.3978588025872147
2.726388878005621 4.770676920878522 7.430564566250691 2.6000998350247917 8.268012844878482|8.268012844878482 2.6000998350247917 7.430564566250691 4.770676920878522 2.726388878005621
9.469898878017068 6.372445364756281 9.749014548542121 8.545350076517346 1.904066605448017|1.904066605448017 8.545350076517346 9.749014548542121 6.372445364756281 9.469898878017068
2.246356401477149 6.658213008516782 5.902327037550378 6.36388773167127 3.5684056390698125|3.5684056390698125 6.36388773167127 5.902327037550378 6.658213008516782 2.246356401477149
1.027671561081126 2.5802067265628335 1.7671579965642648 0.8751522260165434 2.4146522482555213|2.4146522482555213 0.8751522260165434 1.7671579965642648 2.5802067265628335 1.027671561081126
1.0922168715388914 2.48174342033621 4.0021899615984555 1.6893556722206882 3.8033885997703476|3.8033885997703476 1.6893556722206882 4.0021899615984555 2.48174342033621 1.0922168715388914
2.7444930099931852 7.574092093647906 2.9910845360663507 4.837310511676379 3.3140734708475983|3.3140734708475983 4.837310511676379 2.9910845360663507 7.574092093647906 2.7444930099931852
2.7431363898937344 1.7385086960945062 4.189335316541677 1.1899820261844574 9.560483416353726|9.560483416353726 1.1899820261844574 4.189335316541677 1.7385086960945062 2.7431363898937344
5.891921105802883 5.690750119571426 1.4507228397197824 3.439055220351195 9.77454699515484|9.77454699515484 3.439055220351195 1.4507228397197824 5.690750119571426 5.891921105802883
2.659195821433995 2.1659765531496875 2.2461165771778124 6.878567117687054 3.314796235000659|3.314796235000659 6.878567117687054 2.2461165771778124 2.1659765531496875 2.659195821433995
3.737154032107287 4.013006367555491 9.7933491536484 3.910907717489173 2.4465684728637616|2.4465684728637616 3.910907717489173 9.7933491536484 4.013006367555491 3.737154032107287
4.667796390841165 7.413720142572274 3.741830230041576 2.051142761524699 9.338635720757027|9.338635720757027 2.051142761524699 3.741830230041576 7.413720142572274 4.667796390841165
2.889917010168155 8.086674850358271 6.365685966915877 2.5499807546535767 7.104615003541611|7.104615003541611 2.5499807546535767 6.365685966915877 8.086674850358271 2.889917010168155
0.12594119721991093 8.25439961359438 9.982970795706148 3.8580936200719886 1.7807463697851234|1.7807463697851234 3.8580936200719886 9.982970795706148 8.25439961359438 0.12594119721991093
0.29989096767902623 9.801450009359382 9.26714996635172 9.05884009220107 5.347631980228308|5.347631980228308 9.05884009220107 9.26714996635172 9.801450009359382 0.29989096767902623
3.9181016192068805 5.787813464008158 0.545499442202122 4.895175558178041 9.584959947271201|9.584959947271201 4.895175558178041 0.545499442202122 5.787813464008158 3.9181016192068805
9.129710776066588 0.4580152887179578 7.416454800408791 2.9828159729632664 5.245481347000545|5.245481347000545 2.9828159729632664 7.416454800408791 0.4580152887179578 9.129710776066588
5.185900716932136 4.941498547247627 3.6164764027476903 9.94246365175458 4.036553116610594|4.036553116610594 9.94246365175458 3.6164764027476903 4.941498547247627 5.185900716932136
7.142037788439314 2.528105058274257 0.836876741912076 3.914728743666771 8.842108577009103|8.842108577009103 3.914728743666771 0.836876741912076 2.528105058274257 7.142037788439314
8.994986673475593 7.271932401605925 1.3663948664414738 5.635405642871731 6.6172675185098795|6.6172675185098795 5.635405642871731 1.3663948664414738 7.271932401605925 8.994986673475593
9.678482814029225 8.963343413540812 9.164052307199128 5.561571122998678 5.692932395986747|5.692932395986747 5.561571122998678 9.164052307199128 8.963343413540812 9.678482814029225
9.256331817263208 5.018012304291265 5.088309490431592 0.8818628112880211 9.382722760352921|9.382722760352921 0.8818628112880211 5.088309490431592 5.018012304291265 9.256331817263208
1.1675078008068074 3.0376450911267225 7.791742852466902 5.105630994347723 1.1857967705142292|1.1857967705142292 5.105630994347723 7.791742852466902 3.0376450911267225 1.1675078008068074
7.541080105973026 3.437112124221863 5.986790857176824 5.2453454899141105 2.5044477547647603|2.5044477547647603 5.2453454899141105 5.986790857176824 3.437112124221863 7.541080105973026
0.6047324938168097 3.1265273614722497 6.571207606694705 7.471367554010352 5.670728104478446|5.670728104478446 7.471367554010352 6.571207606694705 3.1265273614722497 0.6047324938168097
7.259887413111837 5.478747850096638 7.600686839956729 7.849730869300711 0.7288522128721975|0.7288522128721975 7.849730869300711 7.600686839956729 5.478747850096638 7.259887413111837
9.274278863097056 9.8444125257663 8.816221417990377 5.358752170926525 1.2623606180384084|1.2623606180384084 5.358752170926525 8.816221417990377 9.8444125257663 9.274278863097056
7.124743327926168 8.913528523591742 4.163270533870584 5.567180560966017 9.486170422453327|9.486170422453327 5.567180560966017 4.163270533870584 8.913528523591742 7.124743327926168
1.8750013832624324 1.9938509237489688 9.4580729474709 6.8672235665431955 1.5512852424662715|1.5512852424662715 6.8672235665431955 9.4580729474709 1.9938509237489688 1.8750013832624324
3.553861818876328 6.150880606569551 9.05450839035302 7.166505567313406 8.395691460391868|8.395691460391868 7.166505567313406 9.05450839035302 6.150880606569551 3.553861818876328
1.8135716022335935 7.5694771961296645 8.132523181373404 2.4265625184028563 1.8279255198215116|1.8279255198215116 2.4265625184028563 8.132523181373404 7.5694771961296645 1.8135716022335935
1.5486461423948017 1.7910916533839338 0.05646559621032443 4.0524769905741245 1.2737231933527149|1.2737231933527149 4.0524769905741245 0.05646559621032443 1.7910916533839338 1.5486461423948017
1.7245621513439169 9.285692949692725 2.6015792981651966 6.261555877943382 9.3403999548709|9.3403999548709 6.261555877943382 2.6015792981651966 9.285692949692725 1.7245621513439169
0.9451636016442155 4.524824022171584 0.4025484570654192 8.721654636210891 5.92354785243735|5.92354785243735 8.721654636210891 0.4025484570654192 4.524824022171584 0.9451636016442155
7.119624316894915 9.293924701202961 1.1654173904027576 1.7754442051421548 9.820552226435773|9.820552226435773 1.7754442051421548 1.1654173904027576 9.293924701202961 7.119624316894915
3.02322549627383 6.972022530838922 8.05664709684786 5.4933624485972175 2.5987606740089175|2.5987606740089175 5.4933624485972175 8.05664709684786 6.972022530838922 3.02322549627383
1.071300752512604 4.903825720806829 1.300114619589462 1.4984975390561595 8.739817785182623|8.739817785182623 1.4984975390561595 1.300114619589462 4.903825720806829 1.071300752512604
2.7978309680103877 1.7729646443170999 1.812530101164681 2.220635496615232 8.174300101895136|8.174300101895136 2.220635496615232 1.812530101164681 1.7729646443170999 2.7978309680103877
7.20384704217743 3.101728518914879 2.75574645138003 7.982592733668871 8.878079946470503|8.878079946470503 7.982592733668871 2.75574645138003 3.101728518914879 7.20384704217743
1.7063733625776667 4.122728715259209 0.8983815005502105 7.224329813531495 1.9318732409454786|1.9318732409454786 7.224329813531495 0.8983815005502105 4.122728715259209 1.7063733625776667
8.40793884439324 4.951916031936624 7.105450574070133 1.7006260877260448 5.76519622904023|5.76519622904023 1.7006260877260448 7.105450574070133 4.951916031936624 8.40793884439324
8.832406355461975 1.92511922286699 5.393273447126713 1.15358071509719 3.1368579728557555|3.1368579728557555 1.15358071509719 5.393273447126713 1.92511922286699 8.832406355461975
6.012636833908149 9.332232868723857 4.223146571878985 4.592405284268667 8.337013644307035|8.337013644307035 4.592405284268667 4.223146571878985 9.332232868723857 6.012636833908149
0.23392530660888422 3.543503560781293 1.9837762517964863 4.812966515308354 3.166827719383666|3.166827719383666 4.812966515308354 1.9837762517964863 3.543503560781293 0.23392530660888422
0.014896363484641073 5.8373795808208895 9.16444808885848 6.258229859696048 9.620956312699699|9.620956312699699 6.258229859696048 9.16444808885848 5.8373795808208895 0.014896363484641073
3.5866631523413304 4.197408202925702 6.421880329480887 8.046783312996595 3.959500521458076|3.959500521458076 8.046783312996595 6.421880329480887 4.197408202925702 3.5866631523413304
5.4807987608594155 5.331962503271503 5.517271342958656 6.275144801151421 4.197209893423908|4.197209893423908 6.275144801151421 5.517271342958656 5.331962503271503 5.4807987608594155
7.348023973949084 8.456250064599974 7.591371517194336 9.58193769168392 0.5540033413652379|0.5540033413652379 9.58193769168392 7.591371517194336 8.456250064599974 7.348023973949084
3.3448697321589216 6.655420527519883 4.193884769583791 6.654373330269082 2.638415601175402|2.638415601175402 6.654373330269082 4.193884769583791 6.655420527519883 3.3448697321589216
4.6478856796137915 4.424449884538523 0.47116272845436735 5.569959790407273 6.990827862224563|6.990827862224563 5.569959790407273 0.47116272845436735 4.424449884538523 4.6478856796137915
6.248546677963064 6.719629412643804 3.7438576546100952 6.151978233788261 9.488045001239328|9.488045001239328 6.151978233788261 3.7438576546100952 6.719629412643804 6.248546677963064
4.116508939625925 1.7964022282660552 1.6153632840744758 3.6623810221287325 9.938367657319516|9.938367657319516 3.6623810221287325 1.6153632840744758 1.7964022282660552 4.116508939625925
1.8158740370432613 8.884284907828615 5.658961547329746 2.3396669234078415 8.511859889288068|8.511859889288068 2.3396669234078415 5.658961547329746 8.884284907828615 1.8158740370432613
8.933493478244968 1.182212618225148 8.379477473827103 2.334535150125008 7.33116387932095|7.33116387932095 2.334535150125008 8.379477473827103 1.182212618225148 8.933493478244968
5.468959222132286 0.13454615923761515 7.158092376716985 5.183911144952196 1.2139049180927852|1.2139049180927852 5.183911144952196 7.158092376716985 0.13454615923761515 5.468959222132286
5.157376152779425 1.6139585329788597 8.497930890743318 9.76285585754737 4.746880392031963|4.746880392031963 9.76285585754737 8.497930890743318 1.6139585329788597 5.157376152779425
0.4823447938835712 5.747016371681668 7.7312873439623955 8.813557911890264 1.2062437089468703|1.2062437089468703 8.813557911890264 7.7312873439623955 5.747016371681668 0.4823447938835712
8.392304724548113 6.133841736710713 3.7870426667892576 5.788338335157905 1.8071374102560822|1.8071374102560822 5.788338335157905 3.7870426667892576 6.133841736710713 8.392304724548113
4.502826331234707 8.090243478458826 9.722982490532601 9.530784037386654 9.102247864450845|9.102247864450845 9.530784037386654 9.722982490532601 8.090243478458826 4.502826331234707
9.388846479324442 7.149472263228633 9.351334991866322 2.7641408908653076 3.841208426878686|3.841208426878686 2.7641408908653076 9.351334991866322 7.149472263228633 9.388846479324442
5.066968405149828 5.17000720728959 9.104910238504454 3.9439893424275696 6.5338472677999775|6.5338472677999775 3.9439893424275696 9.104910238504454 5.17000720728959 5.066968405149828
2.904660974400982 4.251787241155117 1.2329135374842548 5.5621910546469255 2.634048455645436|2.634048455645436 5.5621910546469255 1.2329135374842548 4.251787241155117 2.904660974400982
4.911595998522385 4.912168973710553 4.216156705708746 0.4515139394170298 9.292999132793819|9.292999132793819 0.4515139394170298 4.216156705708746 4.912168973710553 4.911595998522385
4.427362281176226 9.526320115670664 8.950274228497904 2.765311510058851 1.8204082949692912|1.8204082949692912 2.765311510058851 8.950274228497904 9.526320115670664 4.427362281176226
6.298739280194546 6.31259682110751 9.903407699586086 3.6468884047601957 6.642909435867165|6.642909435867165 3.6468884047601957 9.903407699586086 6.31259682110751 6.298739280194546
